osm_id,name,amenity,cuisine,price_per_person,rating,lat,lon,address,kb_text
node/726967791,The Elephant & Wheelbarrow,restaurant,european,$20-40,4,-37.810263,144.969954,"(-37.81162, 144.97013)","The Elephant & Wheelbarrow is a restaurant in Melbourne (CBD) offering European. Average spend is about $30 per person (range $20-40). Rated 4.0/5. Address: (-37.81162, 144.97013)."
node/726973675,1806,bar,bar,$40-60,4.6,-37.81161307,144.9700865,"(-37.81161, 144.97008)","1806 is a bar in Melbourne (CBD) offering Bar. Average spend is about $50 per person (range $40-60). Rated 4.6/5. Address: (-37.81161, 144.97008)."
node/768250472,Udon Izakaya Maedaya,restaurant,japanese,$20-40,4.3,-37.8238869,144.9680321,"(-37.81253, 144.96822)","Udon Izakaya Maedaya is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81253, 144.96822)."
node/793892420,V Wine Salon,bar,bar,$40-60,4.9,-37.8170549,144.9541496,"(-37.81705, 144.95414)","V Wine Salon is a bar in Melbourne (CBD) offering Bar. Average spend is about $50 per person (range $40-60). Rated 4.9/5. Address: (-37.81705, 144.95414)."
node/812680713,Spice Market,bar,bar,$20-40,4.6,-37.8148868,144.9696645,"(-37.81488, 144.96966)","Spice Market is a bar in Melbourne (CBD) offering Bar. Average spend is about $30 per person (range $20-40). Rated 4.6/5. Address: (-37.81488, 144.96966)."
node/812694549,II Solito Posto,restaurant,italian,$20-40,4.6,-37.8147372,144.9700774,"(-37.81490, 144.97033)","II Solito Posto is a restaurant in Melbourne (CBD) offering Italian. Average spend is about $30 per person (range $20-40). Rated 4.6/5. Address: (-37.81490, 144.97033)."
node/812694552,Backspace,bar,bar,20-40,5,-37.8148966,144.9703288,"(-37.81485, 144.97012)","Backspace is a bar in Melbourne (CBD) offering Bar. Average spend is about $30 per person (range $20-40). Rated 5.0/5. Address: (-37.81485, 144.97012)."
node/836016884,Bossley Bar & Restaurant,bar,bar,$20-40,4.3,-37.8109424,144.9711741,"(-37.81111, 144.97052)","Bossley Bar & Restaurant is a bar in Melbourne (CBD) offering Bar. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81111, 144.97052)."
node/836036965,Shark Fin Inn,restaurant,chinese,$40-60,4,-37.8106839,144.9709757,"(-37.81074, 144.97069)","Shark Fin Inn is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $50 per person (range $40-60). Rated 4.0/5. Address: (-37.81074, 144.97069)."
node/836038832,Punch Lane Wine Bar,restaurant,european,$20-40,4.5,-37.8108831,144.9713487,"(-37.81059, 144.97119)","Punch Lane Wine Bar is a restaurant in Melbourne (CBD) offering European. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81059, 144.97119)."
node/836038833,Starbucks 295 Swanston St,cafe,coffee_shop,$1-20,3.5,-37.810595,144.971193,"(-37.81129, 144.96437)","Starbucks 295 Swanston St is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 3.5/5. Address: (-37.81129, 144.96437)."
node/844369563,Izakaya Chuji,restaurant,japanese,$20-40,3.7,-37.8108714,144.9677008,"(-37.81086, 144.96775)","Izakaya Chuji is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $30 per person (range $20-40). Rated 3.7/5. Address: (-37.81086, 144.96775)."
node/844369566,Hanbaobao ,restaurant,chinese,$1-20,4.5,-37.8108089,144.9679904,"(-37.81104, 144.96753)","Hanbaobao  is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81104, 144.96753)."
node/844667457,Heartbreaker,bar,bar,$20-40,4.4,-37.8110385,144.9675266,"(-37.81100, 144.96751)","Heartbreaker is a bar in Melbourne (CBD) offering Bar. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81100, 144.96751)."
node/844667470,Sichuan House,restaurant,chinese,$20-40,4.3,-37.8110788,144.9675363,"(-37.81110, 144.96818)","Sichuan House is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81110, 144.96818)."
node/844679154,Jang go mama,restaurant,korean,$20-40,4.6,-37.8110989,144.9681792,"(-37.81088, 144.96819)","Jang go mama is a restaurant in Melbourne (CBD) offering Korean. Average spend is about $30 per person (range $20-40). Rated 4.6/5. Address: (-37.81088, 144.96819)."
node/844679159,Ishiya Japanese Stonegrill,restaurant,japanese,$80-100,4.6,-37.811598,144.9681283,"(-37.81122, 144.96843)","Ishiya Japanese Stonegrill is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $90 per person (range $80-100). Rated 4.6/5. Address: (-37.81122, 144.96843)."
node/844679161,Fad Gallery Bar,bar,bar,$1-20,4.5,-37.8112208,144.9684346,"(-37.81152, 144.96832)","Fad Gallery Bar is a bar in Melbourne (CBD) offering Bar. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81152, 144.96832)."
node/844679169,Shanghai Street Xiaolongbao And Dumpling,restaurant,dumplings,$20-40,4.2,-37.8115217,144.9683246,"(-37.80776, 144.96128)","Shanghai Street Xiaolongbao And Dumpling is a restaurant in Melbourne (CBD) offering Dumplings. Average spend is about $30 per person (range $20-40). Rated 4.2/5. Address: (-37.80776, 144.96128)."
node/968356670,Jalan Alor,restaurant,malaysian,$1-20,4.3,-37.8077581,144.9612787,"(-37.80802, 144.96175)","Jalan Alor is a restaurant in Melbourne (CBD) offering Malaysian. Average spend is about $10 per person (range $1-20). Rated 4.3/5. Address: (-37.80802, 144.96175)."
node/968356711,Bali Bagus,restaurant,indonesian,$1-20,3.8,-37.808018,144.961751,"(-37.80800, 144.96188)","Bali Bagus is a restaurant in Melbourne (CBD) offering Indonesian. Average spend is about $10 per person (range $1-20). Rated 3.8/5. Address: (-37.80800, 144.96188)."
node/968356998,No.1 Delicious,restaurant,chinese,$40-60,3.7,-37.807998,144.961883,"(-37.80895, 144.96328)","No.1 Delicious is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $50 per person (range $40-60). Rated 3.7/5. Address: (-37.80895, 144.96328)."
node/968357583,Mesh Restaurant,restaurant,modern_australian,$40-60,3.9,-37.8090286,144.9633226,"(-37.82363, 144.96037)","Mesh Restaurant is a restaurant in Melbourne (CBD) offering Modern_Australian. Average spend is about $50 per person (range $40-60). Rated 3.9/5. Address: (-37.82363, 144.96037)."
node/973189129,Heng,restaurant,thai,$20-40,4,-37.823633,144.960371,"(-37.81261, 144.96935)","Heng is a restaurant in Melbourne (CBD) offering Thai. Average spend is about $30 per person (range $20-40). Rated 4.0/5. Address: (-37.81261, 144.96935)."
node/1005020304,Lord of the Fries,fast_food,fries;burger,$1-20,3,-37.818122,144.9673805,"(-37.81583, 144.96638)","Lord of the Fries is a fast_food in Melbourne (CBD) offering Fries, Burger. Average spend is about $10 per person (range $1-20). Rated 3.0/5. Address: (-37.81583, 144.96638)."
node/1005020984,The Black Prince - British Indian Restaurant,restaurant,indian,$20-40,4.6,-37.815828,144.96638,"(-37.81193, 144.97177)","The Black Prince - British Indian Restaurant is a restaurant in Melbourne (CBD) offering Indian. Average spend is about $30 per person (range $20-40). Rated 4.6/5. Address: (-37.81193, 144.97177)."
node/1013094884,Ma Naaw,restaurant,thai,$20-40,4.5,-37.8119256,144.971771,"(-37.80811, 144.96621)","Ma Naaw is a restaurant in Melbourne (CBD) offering Thai. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.80811, 144.96621)."
node/1015598755,Nisa's Thai Street Food,restaurant,thai,$20-40,4.4,-37.8070359,144.9624008,"(-37.80729, 144.96253)","Nisa's Thai Street Food is a restaurant in Melbourne (CBD) offering Thai. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.80729, 144.96253)."
node/1015598784,Xiangli Cuisine,restaurant,chinese,$1-20,4.3,-37.8072922,144.9625268,"(-37.80715, 144.96246)","Xiangli Cuisine is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $10 per person (range $1-20). Rated 4.3/5. Address: (-37.80715, 144.96246)."
node/1027208348,Tower Sushi,restaurant,japanese,$1-20,2.3,-37.8182382,144.9674325,"(-37.81222, 144.97084)","Tower Sushi is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $10 per person (range $1-20). Rated 2.3/5. Address: (-37.81222, 144.97084)."
node/1030061540,Cafenatics,cafe,sandwich,$1-20,3.6,-37.817513,144.957576,"(-37.82061, 144.95453)","Cafenatics is a cafe in Melbourne (CBD) offering Sandwich. Average spend is about $10 per person (range $1-20). Rated 3.6/5. Address: (-37.82061, 144.95453)."
node/1053649683,Urban Deli,cafe,coffee_shop,$1-20,4.2,-37.812479,144.970072,"(-37.80942, 144.96890)","Urban Deli is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.2/5. Address: (-37.80942, 144.96890)."
node/1060539770,Pepe's Italian & Liquor,restaurant,italian,$40-60,4.2,-37.8094249,144.9688973,"(-37.81151, 144.96441)","Pepe's Italian & Liquor is a restaurant in Melbourne (CBD) offering Italian. Average spend is about $50 per person (range $40-60). Rated 4.2/5. Address: (-37.81151, 144.96441)."
node/1080066116,Tokui Sushi,restaurant,japanese,$1-20,4.7,-37.8115114,144.964408,"(-37.81156, 144.96404)","Tokui Sushi is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $10 per person (range $1-20). Rated 4.7/5. Address: (-37.81156, 144.96404)."
node/1080074215,Kaiten Sakura Sushi,restaurant,japanese;sushi,$40-60,4,-37.8116392,144.9638899,"(-37.81139, 144.96335)","Kaiten Sakura Sushi is a restaurant in Melbourne (CBD) offering Japanese, Sushi. Average spend is about $50 per person (range $40-60). Rated 4.0/5. Address: (-37.81139, 144.96335)."
node/1080076755,Pokero Sushi & Bowl,fast_food,japanese;salad;sushi,$20-40,1.6,-37.81030313,144.9631656,"(-37.81030, 144.96316)","Pokero Sushi & Bowl is a fast_food in Melbourne (CBD) offering Japanese, Salad, Sushi. Average spend is about $30 per person (range $20-40). Rated 1.6/5. Address: (-37.81030, 144.96316)."
node/1080125030,Cupcake Central Little Bourke,cafe,cupcake,$1-20,4.2,-37.81051,144.968961,"(-37.81346, 144.96224)","Cupcake Central Little Bourke is a cafe in Melbourne (CBD) offering Cupcake. Average spend is about $10 per person (range $1-20). Rated 4.2/5. Address: (-37.81346, 144.96224)."
node/1112462421,Brother Bubba Budan,cafe,coffee_shop,$1-20,4.5,-37.813458,144.962242,"(-37.81241, 144.96491)","Brother Bubba Budan is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81241, 144.96491)."
node/1112517123,Tina's Noodle Kitchen,restaurant,chinese;noodle,$20-40,3.9,-37.8124106,144.9649081,"(-37.81266, 144.96926)","Tina's Noodle Kitchen is a restaurant in Melbourne (CBD) offering Chinese, Noodle. Average spend is about $30 per person (range $20-40). Rated 3.9/5. Address: (-37.81266, 144.96926)."
node/1123093089,Heirloom,restaurant,japanese,$1-20,4.6,-37.812656,144.969264,"(-37.81196, 144.96054)","Heirloom is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $10 per person (range $1-20). Rated 4.6/5. Address: (-37.81196, 144.96054)."
node/1242695924,Ten Square,cafe,coffee_shop,$20-40,4.3,-37.8117827,144.9606075,"(-37.81178, 144.96060)","Ten Square is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81178, 144.96060)."
node/1249080195,Subway,fast_food,sandwich,$1-20,3.4,-37.8080312,144.9600343,"(-37.81279, 144.95990)","Subway is a fast_food in Melbourne (CBD) offering Sandwich. Average spend is about $10 per person (range $1-20). Rated 3.4/5. Address: (-37.81279, 144.95990)."
node/1282403408,Sebastian Kakigori,restaurant,dessert,$20-40,4.4,-37.81399421,144.959946,"(-37.81399, 144.95994)","Sebastian Kakigori is a restaurant in Melbourne (CBD) offering Dessert. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81399, 144.95994)."
node/1282403409,Speck,cafe,italian,$1-20,4.5,-37.8133966,144.9597518,"(-37.81345, 144.95977)","Speck is a cafe in Melbourne (CBD) offering Italian. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81345, 144.95977)."
node/1282403411,Nourish Salads,cafe,salad,$1-20,4.5,-37.8134535,144.9597726,"(-37.81350, 144.95979)","Nourish Salads is a cafe in Melbourne (CBD) offering Salad. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81350, 144.95979)."
node/1282403429,215 Queens,restaurant,karaoke bar,$20-40,3.8,-37.8136545,144.9598639,"(-37.81314, 144.95874)","215 Queens is a restaurant in Melbourne (CBD) offering Karaoke Bar. Average spend is about $30 per person (range $20-40). Rated 3.8/5. Address: (-37.81314, 144.95874)."
node/1288897417,Subway,fast_food,sandwich,$1-20,2.8,-37.8137317,144.9566023,"(-37.81326, 144.95821)","Subway is a fast_food in Melbourne (CBD) offering Sandwich. Average spend is about $10 per person (range $1-20). Rated 2.8/5. Address: (-37.81326, 144.95821)."
node/1293175217,McDonald's,fast_food,burger,$1-20,3,-37.8098526,144.9627307,"(-37.81037, 144.96257)","McDonald's is a fast_food in Melbourne (CBD) offering Burger. Average spend is about $10 per person (range $1-20). Rated 3.0/5. Address: (-37.81037, 144.96257)."
node/1293175218,Oporto,fast_food,burger;chicken,$1-20,4,-37.8103685,144.962566,"(-37.81023, 144.96273)","Oporto is a fast_food in Melbourne (CBD) offering Burger, Chicken. Average spend is about $10 per person (range $1-20). Rated 4.0/5. Address: (-37.81023, 144.96273)."
node/1293175479,Subway,fast_food,sandwich,$1-20,3.2,-37.8102329,144.9627323,"(-37.81215, 144.96972)","Subway is a fast_food in Melbourne (CBD) offering Sandwich. Average spend is about $10 per person (range $1-20). Rated 3.2/5. Address: (-37.81215, 144.96972)."
node/1369710445,Ramen Ya,restaurant,japanese,$1-20,3.8,-37.812145,144.969718,"(-37.81316, 144.96804)","Ramen Ya is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $10 per person (range $1-20). Rated 3.8/5. Address: (-37.81316, 144.96804)."
node/1375371370,Simpons Burgers,restaurant,burger,$20-40,4.5,-37.8131595,144.968044,"(-37.81498, 144.96006)","Simpons Burgers is a restaurant in Melbourne (CBD) offering Burger. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81498, 144.96006)."
node/1375526197,Yes Sushi Smoothie,restaurant,sushi,$1-20,4.5,-37.8149797,144.9600602,"(-37.81713, 144.95258)","Yes Sushi Smoothie is a restaurant in Melbourne (CBD) offering Sushi. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81713, 144.95258)."
node/1420650994,Starbucks,cafe,coffee_shop,$1-20,3.9,-37.8171266,144.9525788,"(-37.80956, 144.96462)","Starbucks is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 3.9/5. Address: (-37.80956, 144.96462)."
node/1427579135,Mr Tulk,cafe,coffee_shop,$20-40,3.7,-37.8095603,144.9646236,"(-37.81121, 144.97149)","Mr Tulk is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $30 per person (range $20-40). Rated 3.7/5. Address: (-37.81121, 144.97149)."
node/1439015228,Yamato Japanese Restaurant,restaurant,japanese,$20-40,4.4,-37.811212,144.9714931,"(-37.81057, 144.96963)","Yamato Japanese Restaurant is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81057, 144.96963)."
node/1439909095,Dumplings 2 Go,restaurant,chinese,$20-40,3.3,-37.810568,144.969628,"(-37.81567, 144.97299)","Dumplings 2 Go is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $30 per person (range $20-40). Rated 3.3/5. Address: (-37.81567, 144.97299)."
node/1449431357,Elchi,restaurant,indian,$20-40,4,-37.8156666,144.9729863,"(-37.81207, 144.96999)","Elchi is a restaurant in Melbourne (CBD) offering Indian. Average spend is about $30 per person (range $20-40). Rated 4.0/5. Address: (-37.81207, 144.96999)."
node/1479905335,Tokyo Maki,restaurant,sushi,$20-40,4.6,-37.8207956,144.9566178,"(-37.82085, 144.95642)","Tokyo Maki is a restaurant in Melbourne (CBD) offering Sushi. Average spend is about $30 per person (range $20-40). Rated 4.6/5. Address: (-37.82085, 144.95642)."
node/1671754844,NeNe Chicken,fast_food,chicken,$1-20,4.3,-37.8101526,144.9636893,"(-37.82141, 144.96497)","NeNe Chicken is a fast_food in Melbourne (CBD) offering Chicken. Average spend is about $10 per person (range $1-20). Rated 4.3/5. Address: (-37.82141, 144.96497)."
node/1996463726,Man Mo,restaurant,chinese,$40-80,4.2,-37.8231181,144.954088,"(-37.81999, 144.96688)","Man Mo is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $60 per person (range $40-80). Rated 4.2/5. Address: (-37.81999, 144.96688)."
node/2102109158,Pie Face,cafe,coffee_shop,$1-20,4.7,-37.810506,144.966817,"(-37.81118, 144.96432)","Pie Face is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.7/5. Address: (-37.81118, 144.96432)."
node/2102111307,Guzman y Gomez,fast_food,mexican,$1-20,4,-37.8111789,144.9643151,"(-37.81037, 144.96397)","Guzman y Gomez is a fast_food in Melbourne (CBD) offering Mexican. Average spend is about $10 per person (range $1-20). Rated 4.0/5. Address: (-37.81037, 144.96397)."
node/2103842421,Udon Izakaya Maedaya,restaurant,japanese,$20-40,4.3,-37.812553,144.968306,"(-37.81251, 144.96841)","Udon Izakaya Maedaya is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81251, 144.96841)."
node/2103842846,White Tomato,restaurant,korean,$20-40,4.5,-37.812512,144.968407,"(-37.81466, 144.96252)","White Tomato is a restaurant in Melbourne (CBD) offering Korean. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81466, 144.96252)."
node/2111359407,Prime's Hai Tea,cafe,bubble_tea,$5-20,3.8,-37.810321,144.963948,"(-37.81016, 144.96662)","Prime's Hai Tea is a cafe in Melbourne (CBD) offering Bubble_Tea. Average spend is about $12 per person (range $5-20). Rated 3.8/5. Address: (-37.81016, 144.96662)."
node/2140978058,The Meat and Wine Co.,restaurant,steak_house,$80-100,4.4,-37.821528,144.961934,"(-37.81081, 144.97255)","The Meat and Wine Co. is a restaurant in Melbourne (CBD) offering Steak_House. Average spend is about $90 per person (range $80-100). Rated 4.4/5. Address: (-37.81081, 144.97255)."
node/2164679627,Pearson & Murphy's,cafe,coffee_shop,$1-20,4.3,-37.8087434,144.96516,"(-37.81187, 144.96940)","Pearson & Murphy's is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.3/5. Address: (-37.81187, 144.96940)."
node/2166249394,HuTong Dumpling Bar,restaurant,chinese,$20-40,4.2,-37.8118714,144.9693954,"(-37.82522, 144.95858)","HuTong Dumpling Bar is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $30 per person (range $20-40). Rated 4.2/5. Address: (-37.82522, 144.95858)."
node/2217880381,Ho Chi Mama,restaurant,asian,$40-60,4.4,-37.8107242,144.9716776,"(-37.81079, 144.97150)","Ho Chi Mama is a restaurant in Melbourne (CBD) offering Asian. Average spend is about $50 per person (range $40-60). Rated 4.4/5. Address: (-37.81079, 144.97150)."
node/2217894724,Bodega Underground,restaurant,mexican,$40-80,4.1,-37.810948,144.970978,"(-37.81092, 144.97031)","Bodega Underground is a restaurant in Melbourne (CBD) offering Mexican. Average spend is about $60 per person (range $40-80). Rated 4.1/5. Address: (-37.81092, 144.97031)."
node/2217907300,Chine on Paramount,restaurant,chinese,$40-60,4.2,-37.811306,144.969672,"(-37.81144, 144.96927)","Chine on Paramount is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $50 per person (range $40-60). Rated 4.2/5. Address: (-37.81144, 144.96927)."
node/2217914918,Shanghai Village Dumpling House,restaurant,chinese,$20-40,4.1,-37.811292,144.969101,"(-37.81155, 144.96888)","Shanghai Village Dumpling House is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $30 per person (range $20-40). Rated 4.1/5. Address: (-37.81155, 144.96888)."
node/2217926000,Empress of China,restaurant,chinese,$20-40,3.8,-37.8113468,144.9689536,"(-37.81162, 144.96860)","Empress of China is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $30 per person (range $20-40). Rated 3.8/5. Address: (-37.81162, 144.96860)."
node/2217929550,Red Emperor,restaurant,chinese,$60-80,4,-37.81162,144.968605,"(-37.81168, 144.96841)","Red Emperor is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $70 per person (range $60-80). Rated 4.0/5. Address: (-37.81168, 144.96841)."
node/2217932992,Ginza Teppanyaki,restaurant,japanese,$60-100,4.5,-37.811677,144.968412,"(-37.81266, 144.97459)","Ginza Teppanyaki is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $80 per person (range $60-100). Rated 4.5/5. Address: (-37.81266, 144.97459)."
node/2243029631,Starbucks,cafe,coffee_shop,$1-20,3.9,-37.817934,144.965031,"(-37.81051, 144.96167)","Starbucks is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 3.9/5. Address: (-37.81051, 144.96167)."
node/2265091681,Gangnam Pocha,restaurant,korean,$20-40,4.4,-37.812673,144.969176,"(-37.82754, 144.95922)","Gangnam Pocha is a restaurant in Melbourne (CBD) offering Korean. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.82754, 144.95922)."
node/2274581515,Market Espresso & Trolley Hire,cafe,coffee_shop;cafe,$1-20,4,-37.807955,144.957654,"(-37.81989, 144.96798)","Market Espresso & Trolley Hire is a cafe in Melbourne (CBD) offering Coffee_Shop, Cafe. Average spend is about $10 per person (range $1-20). Rated 4.0/5. Address: (-37.81989, 144.96798)."
node/2296798888,Kim Sing,restaurant,chinese,$1-20,4.3,-37.817333,144.963707,"(-37.81763, 144.96342)","Kim Sing is a restaurant in Melbourne (CBD) offering Chinese. Average spend is about $10 per person (range $1-20). Rated 4.3/5. Address: (-37.81763, 144.96342)."
node/2296805515,Cuff,cafe,coffee_shop,$20-40,4.5,-37.817628,144.963416,"(-37.81741, 144.96350)","Cuff is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $30 per person (range $20-40). Rated 4.5/5. Address: (-37.81741, 144.96350)."
node/2296815142,Vapiano,restaurant,italian,$20-40,4.1,-37.8175215,144.9629447,"(-37.81778, 144.96272)","Vapiano is a restaurant in Melbourne (CBD) offering Italian. Average spend is about $30 per person (range $20-40). Rated 4.1/5. Address: (-37.81778, 144.96272)."
node/2296836980,Maha,restaurant,middle_eastern,$40-100,4.5,-37.818209,144.962643,"(-37.81152, 144.97188)","Maha is a restaurant in Melbourne (CBD) offering Middle_Eastern. Average spend is about $70 per person (range $40-100). Rated 4.5/5. Address: (-37.81152, 144.97188)."
node/2345084460,Japanese Organic Cafe,restaurant,japanese,$1-20,4.5,-37.81784,144.954904,"(-37.81783, 144.95495)","Japanese Organic Cafe is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81783, 144.95495)."
node/2345084887,Spicy Korea,restaurant,korean,$20-40,4.4,-37.817827,144.954952,"(-37.81774, 144.95543)","Spicy Korea is a restaurant in Melbourne (CBD) offering Korean. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81774, 144.95543)."
node/2345091145,Red Rooster,fast_food,chicken,$1-20,2.5,-37.819178,144.952273,"(-37.81979, 144.94829)","Red Rooster is a fast_food in Melbourne (CBD) offering Chicken. Average spend is about $10 per person (range $1-20). Rated 2.5/5. Address: (-37.81979, 144.94829)."
node/2372889093,Pizza Hut,restaurant,pizza,$20-40,3.6,-37.819789,144.948288,"(-37.81912, 144.94833)","Pizza Hut is a restaurant in Melbourne (CBD) offering Pizza. Average spend is about $30 per person (range $20-40). Rated 3.6/5. Address: (-37.81912, 144.94833)."
node/2372890199,Degani,cafe,coffee_shop,$1-20,3.6,-37.819121,144.948331,"(-37.81869, 144.94886)","Degani is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 3.6/5. Address: (-37.81869, 144.94886)."
node/2372891529,Platform 28,restaurant,diner,$20-40,4,-37.818575,144.949135,"(-37.81835, 144.94972)","Platform 28 is a restaurant in Melbourne (CBD) offering Diner. Average spend is about $30 per person (range $20-40). Rated 4.0/5. Address: (-37.81835, 144.94972)."
node/2400989149,Yappari Steak,restaurant,japanese,$20-40,4.6,-37.8127861,144.9650671,"(-37.81245, 144.96493)","Yappari Steak is a restaurant in Melbourne (CBD) offering Japanese. Average spend is about $30 per person (range $20-40). Rated 4.6/5. Address: (-37.81245, 144.96493)."
node/2400990992,Gong Cha,cafe,bubble_tea,$1-20,3.7,-37.812455,144.9649343,"(-37.81236, 144.96489)","Gong Cha is a cafe in Melbourne (CBD) offering Bubble_Tea. Average spend is about $10 per person (range $1-20). Rated 3.7/5. Address: (-37.81236, 144.96489)."
node/2400993465,Mekong Vietnam,restaurant,vietnamese,$20-40,4.3,-37.8123623,144.9648857,"(-37.81232, 144.96477)","Mekong Vietnam is a restaurant in Melbourne (CBD) offering Vietnamese. Average spend is about $30 per person (range $20-40). Rated 4.3/5. Address: (-37.81232, 144.96477)."
node/2421608387,The Atlantic,restaurant,seafood,$60-100,3.9,-37.8224816,144.9589014,"(-37.82184, 144.96008)","The Atlantic is a restaurant in Melbourne (CBD) offering Seafood. Average spend is about $80 per person (range $60-100). Rated 3.9/5. Address: (-37.82184, 144.96008)."
node/2441155777,Kedai Satay,restaurant,indonesian,$20-40,4.4,-37.8156962,144.9556204,"(-37.81431, 144.96578)","Kedai Satay is a restaurant in Melbourne (CBD) offering Indonesian. Average spend is about $30 per person (range $20-40). Rated 4.4/5. Address: (-37.81431, 144.96578)."
node/2442071635,Crossways Restaurant,restaurant,indian,$1-20,4.7,-37.8143051,144.9657783,"(-37.81202, 144.96516)","Crossways Restaurant is a restaurant in Melbourne (CBD) offering Indian. Average spend is about $10 per person (range $1-20). Rated 4.7/5. Address: (-37.81202, 144.96516)."
node/2447744024,Cookie,restaurant,thai,$40-60,4.3,-37.8120225,144.9651607,"(-37.81317, 144.95577)","Cookie is a restaurant in Melbourne (CBD) offering Thai. Average spend is about $50 per person (range $40-60). Rated 4.3/5. Address: (-37.81317, 144.95577)."
node/2480892161,Sopranos,restaurant,italian,$20-40,3.6,-37.822415,144.965021,"(-37.81046, 144.96960)","Sopranos is a restaurant in Melbourne (CBD) offering Italian. Average spend is about $30 per person (range $20-40). Rated 3.6/5. Address: (-37.81046, 144.96960)."
node/2490526574,Hikari,cafe,coffee_shop,$1-20,4.3,-37.8108738,144.9641712,"(-37.81083, 144.96415)","Hikari is a cafe in Melbourne (CBD) offering Coffee_Shop. Average spend is about $10 per person (range $1-20). Rated 4.3/5. Address: (-37.81083, 144.96415)."
node/2490526902,Fortune Alley,fast_food,chinese,$1-20,4.5,-37.810831,144.964151,"(-37.81319, 144.96094)","Fortune Alley is a fast_food in Melbourne (CBD) offering Chinese. Average spend is about $10 per person (range $1-20). Rated 4.5/5. Address: (-37.81319, 144.96094)."
node/2491872772,Amigos y Familia Hardware Lane,restaurant,mexican,$20-40,4.1,-37.8131871,144.9609388,"(-37.81325, 144.96097)","Amigos y Familia Hardware Lane is a restaurant in Melbourne (CBD) offering Mexican. Average spend is about $30 per person (range $20-40). Rated 4.1/5. Address: (-37.81325, 144.96097)."
